      Age   Thickness   Depth
        8073        1.80   17386.31
        8074        1.92   17388.23
        8075        1.00   17389.23
        8076        1.08   17390.31
        8077        0.88   17391.19
        8078        0.64   17391.83
        8079        1.00   17392.83
        8080        1.64   17394.47
        8081        1.60   17396.07
        8082        1.08   17397.15
        8083        1.20   17398.35
        8084        1.52   17399.87
        8085        2.00   17401.87
        8086        1.56   17403.43
        8087        1.28   17404.71
        8088        1.80   17406.51
        8089        1.20   17407.71
        8090        1.44   17409.15
        8091        1.28   17410.43
        8092        1.40   17411.83
        8093        0.96   17412.79
        8094        0.96   17413.75
        8095        1.20   17414.95
        8096        1.00   17415.95
        8097        0.96   17416.91
        8098        1.12   17418.03
        8099        0.88   17418.91
        8100        0.92   17419.83
        8101        1.28   17421.11
        8102        0.92   17422.03
        8103        1.04   17423.07
        8104        0.80   17423.87
        8105        1.24   17425.11
        8106        1.52   17426.63
        8107        0.92   17427.55
        8108        1.12   17428.67
        8109        1.12   17429.79
        8110        1.24   17431.03
        8111        0.80   17431.83
        8112        1.08   17432.91
        8113        1.44   17434.35
        8114        1.00   17435.35
        8115        1.12   17436.47
        8116        0.80   17437.27
        8117        1.44   17438.71
        8118        1.16   17439.87
        8119        1.12   17440.99
        8120        1.36   17442.35
        8121        1.40   17443.75
        8122        0.64   17444.39
        8123        0.52   17444.91
        8124        0.76   17445.67
        8125        0.44   17446.11
        8126        0.72   17446.83
        8127        0.68   17447.51
        8128        0.76   17448.27
        8129        0.60   17448.87
        8130        0.84   17449.71
        8131        0.60   17450.31
        8132        1.32   17451.63
        8133        0.56   17452.19
        8134        0.56   17452.75
        8135        0.92   17453.67
        8136        0.88   17454.55
        8137        0.96   17455.51
        8138        1.00   17456.51
        8139        0.96   17457.47
        8140        1.60   17459.07
        8141        1.08   17460.15
        8142        1.28   17461.43
        8143        1.40   17462.83
        8144        1.00   17463.83
        8145        0.96   17464.79
        8146        1.20   17465.99
        8147        0.80   17466.79
        8148        1.16   17467.95
        8149        1.00   17468.95
        8150        0.72   17469.67
        8151        0.92   17470.59
        8152        1.12   17471.71
        8153        1.28   17472.99
        8154        1.04   17474.03
        8155        1.00   17475.03
        8156        0.72   17475.75
        8157        1.04   17476.79
        8158        1.02   17477.81
        8159        0.96   17478.77
        8160        1.04   17479.81
        8161        1.32   17481.13
        8162        1.28   17482.41
        8163        1.12   17483.53
        8164        2.08   17485.61
        8165        0.92   17486.53
        8166        0.56   17487.09
        8167        0.88   17487.97
        8168        0.92   17488.89
        8169        0.60   17489.49
        8170        0.56   17490.05
        8171        0.84   17490.89
        8172        2.04   17492.93
        8173        1.20   17494.13
        8174        0.64   17494.77
        8175        0.80   17495.57
        8176        0.68   17496.25
        8177        0.92   17497.17
        8178        0.72   17497.89
        8179        1.24   17499.13
        8180        1.00   17500.13
        8181        1.16   17501.29
        8182        1.20   17502.49
        8183        1.64   17504.13
        8184        1.16   17505.29
        8185        2.04   17507.33
        8186        1.56   17508.89
        8187        1.44   17510.33
        8188        1.08   17511.41
        8189        1.32   17512.73
        8190        1.48   17514.21
        8191        1.00   17515.21
        8192        0.84   17516.05
        8193        1.08   17517.13
        8194        1.04   17518.17
        8195        1.32   17519.49
        8196        1.00   17520.49
        8197        1.00   17521.49
        8198        1.28   17522.77
        8199        0.92   17523.69
        8200        1.24   17524.93
        8201        1.04   17525.97
        8202        1.56   17527.53
        8203        1.56   17529.09
        8204        1.20   17530.29
        8205        1.12   17531.41
        8206        1.68   17533.09
        8207        0.68   17533.77
        8208        0.64   17534.41
        8209        0.80   17535.21
        8210        1.04   17536.25
        8211        0.68   17536.93
        8212        1.12   17538.05
        8213        0.52   17538.57
        8214        0.52   17539.09
        8215        1.00   17540.09
        8216        0.76   17540.85
        8217        0.48   17541.33
        8218        0.56   17541.89
        8219        0.52   17542.41
        8220        1.20   17543.61
        8221        0.88   17544.49
        8222        0.48   17544.97
        8223        1.00   17545.97
        8224        0.68   17546.65
        8225        0.52   17547.17
        8226        0.44   17547.61
        8227        0.56   17548.17
        8228        0.32   17548.49
        8229        0.92   17549.41
        8230        0.80   17550.21
        8231        0.48   17550.69
        8232        0.32   17551.01
        8233        0.44   17551.45
        8234        0.84   17552.29
        8235        1.16   17553.45
        8236        1.12   17554.57
        8237        1.48   17556.05
        8238        0.68   17556.73
        8239        0.84   17557.57
        8240        1.00   17558.57
        8241        0.88   17559.45
        8242        1.48   17560.93
        8243        2.56   17563.49
        8244        2.64   17566.13
        8245        3.20   17569.33
        8246        3.52   17572.85
        8247        6.68   17579.53
        8248        5.72   17585.25
        8249        5.68   17590.93
        8250        3.36   17594.29
        8251        4.48   17598.77
        8252       11.48   17610.25
        8253        6.24   17616.49
        8254        0.72   17617.21
        8255        1.12   17618.33
        8256        1.00   17619.33
        8257        2.12   17621.45
        8258        1.68   17623.13
        8259        1.64   17624.77
        8260        1.68   17626.45
        8261        3.20   17629.65
        8262        9.28   17638.93
        8263       10.60   17649.53
        8264        0.84   17650.37
        8265        1.00   17651.37
        8266        0.84   17652.21
        8267        1.04   17653.25
        8268        0.76   17654.01
        8269        0.84   17654.85
        8270        0.84   17655.69
        8271        0.92   17656.61
        8272        0.96   17657.57
        8273        1.56   17659.13
        8274        1.12   17660.25
        8275        1.16   17661.41
        8276        1.12   17662.53
        8277        0.72   17663.25
        8278        0.84   17664.09
        8279        1.20   17665.29
        8280        1.00   17666.29
        8281        0.76   17667.05
        8282        0.92   17667.97
        8283        2.56   17670.53
        8284        1.48   17672.01
        8285        0.96   17672.97
        8286        1.04   17674.01
        8287        5.28   17679.29
        8288        4.52   17683.81
        8289        3.84   17687.65
        8290        2.48   17690.13
        8291        2.20   17692.33
        8292        2.64   17694.97
        8293        2.68   17697.65
        8294        1.44   17699.09
        8295        0.40   17699.49
        8296        1.00   17700.49
        8297        1.00   17701.49
        8298        3.76   17705.25
        8299        7.60   17712.85
        8300        0.88   17713.73
        8301        1.08   17714.81
        8302        1.04   17715.85
        8303        0.88   17716.73
        8304        0.92   17717.65
        8305        1.00   17718.65
        8306        0.84   17719.49
        8307        0.72   17720.21
        8308        1.20   17721.41
        8309        0.84   17722.25
        8310        0.52   17722.77
        8311        1.20   17723.97
        8312        1.04   17725.01
        8313        0.76   17725.77
        8314        0.80   17726.57
        8315        0.84   17727.41
        8316        0.56   17727.97
        8317        0.52   17728.49
        8318        0.80   17729.29
        8319        0.60   17729.89
        8320        0.72   17730.61
        8321        0.76   17731.37
        8322        0.80   17732.17
        8323        1.08   17733.25
        8324        0.84   17734.09
        8325        0.68   17734.77
        8326        0.60   17735.37
        8327        1.16   17736.53
        8328        1.60   17738.13
        8329        1.20   17739.33
        8330        0.80   17740.13
        8331        1.12   17741.25
        8332        1.12   17742.37
        8333        0.92   17743.29
        8334        0.80   17744.09
        8335        1.36   17745.45
        8336        0.60   17746.05
        8337        0.48   17746.53
        8338        0.68   17747.21
        8339        0.92   17748.13
        8340        1.12   17749.25
        8341        1.12   17750.37
        8342        0.84   17751.21
        8343        0.88   17752.09
        8344        0.80   17752.89
        8345        0.76   17753.65
        8346        0.80   17754.45
        8347        0.92   17755.37
        8348        0.80   17756.17
        8349        1.24   17757.41
        8350        1.00   17758.41
        8351        1.20   17759.61
        8352        1.24   17760.85
        8353        1.24   17762.09
        8354        1.16   17763.25
        8355        0.88   17764.13
        8356        0.84   17764.97
        8357        0.68   17765.65
        8358        0.60   17766.25
        8359        0.68   17766.93
        8360        0.92   17767.85
        8361        0.64   17768.49
        8362        0.48   17768.97
        8363        0.52   17769.49
        8364        0.52   17770.01
        8365        0.60   17770.61
        8366        0.92   17771.53
        8367        1.84   17773.37
        8368        0.64   17774.01
        8369        0.72   17774.73
        8370        0.92   17775.65
        8371        0.92   17776.57
        8372        1.20   17777.77
        8373        0.76   17778.53
        8374        0.80   17779.33
        8375        0.80   17780.13
        8376        0.84   17780.97
        8377        0.96   17781.93
        8378        0.56   17782.49
        8379        0.80   17783.29
        8380        0.84   17784.13
        8381        0.68   17784.81
        8382        0.80   17785.61
        8383        0.76   17786.37
        8384        0.64   17787.01
        8385        0.80   17787.81
        8386        0.72   17788.53
        8387        0.80   17789.33
        8388        0.48   17789.81
        8389        0.52   17790.33
        8390        0.44   17790.77
        8391        0.60   17791.37
        8392        0.64   17792.01
        8393        0.84   17792.85
        8394        1.00   17793.85
        8395        0.80   17794.65
        8396        0.68   17795.33
        8397        0.80   17796.13
        8398        0.68   17796.81
        8399        0.88   17797.69
        8400        0.80   17798.49
        8401        0.80   17799.29
        8402        0.84   17800.13
        8403        0.72   17800.85
        8404        0.76   17801.61
        8405        0.64   17802.25
        8406        0.80   17803.05
        8407        0.84   17803.89
        8408        0.72   17804.61
        8409        1.60   17806.21
        8410        0.92   17807.13
        8411        0.84   17807.97
        8412        0.84   17808.81
        8413        0.64   17809.45
        8414        0.84   17810.29
        8415        0.60   17810.89
        8416        0.48   17811.37
        8417        0.40   17811.77
        8418        0.72   17812.49
        8419        0.52   17813.01
        8420        1.04   17814.05
        8421        1.04   17815.09
        8422        1.00   17816.09
        8423        1.04   17817.13
        8424        0.96   17818.09
        8425        0.76   17818.85
        8426        1.08   17819.93
        8427        0.64   17820.57
        8428        1.00   17821.57
        8429        0.92   17822.49
        8430        1.76   17824.25
        8431        1.60   17825.85
        8432        1.36   17827.21
        8433        1.84   17829.05
        8434        1.48   17830.53
        8435        1.92   17832.45
        8436        1.60   17834.05
        8437        1.76   17835.81
        8438        1.20   17837.01
        8439        1.20   17838.21
        8440        1.20   17839.41
        8441        1.20   17840.61
        8442        1.20   17841.81
        8443        1.20   17843.01
        8444        1.20   17844.21
        8445        1.20   17845.41
        8446        1.20   17846.61
        8447        1.20   17847.81
        8448        0.64   17848.45
        8449        0.44   17848.89
        8450        0.48   17849.37
        8451        0.48   17849.85
        8452        1.04   17850.89
        8453        0.80   17851.69
        8454        0.80   17852.49
        8455        0.60   17853.09
        8456        0.68   17853.77
        8457        0.80   17854.57
        8458        0.44   17855.01
        8459        1.20   17856.21
        8460        0.76   17856.97
        8461        0.64   17857.61
        8462        0.44   17858.05
        8463        0.80   17858.85
        8464        0.68   17859.53
        8465        0.60   17860.13
        8466        0.44   17860.57
        8467        0.80   17861.37
        8468        0.36   17861.73
        8469        0.48   17862.21
        8470        0.80   17863.01
        8471        0.96   17863.97
        8472        0.60   17864.57
        8473        0.80   17865.37
        8474        0.88   17866.25
        8475        0.64   17866.89
        8476        0.44   17867.33
        8477        0.60   17867.93
        8478        0.60   17868.53
        8479        0.76   17869.29
        8480        0.64   17869.93
        8481        0.80   17870.73
        8482        0.68   17871.41
        8483        0.60   17872.01
        8484        1.20   17873.21
        8485        0.68   17873.89
        8486        1.00   17874.89
        8487        0.64   17875.53
        8488        0.64   17876.17
        8489        0.80   17876.97
        8490        1.00   17877.97
        8491        1.04   17879.01
        8492        0.76   17879.77
        8493        0.84   17880.61
        8494        1.60   17882.21
        8495        1.48   17883.69
        8496        1.20   17884.89
        8497        1.04   17885.93
        8498        0.64   17886.57
        8499        0.48   17887.05
        8500        0.80   17887.85
        8501        1.08   17888.93
        8502        1.60   17890.53
        8503        1.44   17891.97
        8504        1.28   17893.25
        8505        0.92   17894.17
        8506        1.04   17895.21
        8507        1.04   17896.25
        8508        0.88   17897.13
        8509        1.24   17898.37
        8510        1.20   17899.57
        8511        0.88   17900.45
        8512        1.04   17901.49
        8513        1.20   17902.69
        8514        1.32   17904.01
        8515        1.44   17905.45
        8516        2.08   17907.53
        8517        1.84   17909.37
        8518        1.40   17910.77
        8519        0.88   17911.65
        8520        1.36   17913.01
        8521        0.96   17913.97
        8522        0.64   17914.61
        8523        0.80   17915.41
        8524        1.08   17916.49
        8525        0.64   17917.13
        8526        0.44   17917.57
        8527        0.64   17918.21
        8528        0.48   17918.69
        8529        0.64   17919.33
        8530        0.48   17919.81
        8531        0.64   17920.45
        8532        0.84   17921.29
        8533        0.80   17922.09
        8534        0.80   17922.89
        8535        0.60   17923.49
        8536        1.08   17924.57
        8537        0.64   17925.21
        8538        1.00   17926.21
        8539        0.20   17926.41
        8540        0.12   17926.53
        8541        0.16   17926.69
        8542        0.60   17927.29
        8543        0.64   17927.93
        8544        0.72   17928.65
        8545        1.60   17930.25
        8546        0.66   17930.91
        8547        0.69   17931.60
        8548        1.09   17932.69
        8549        0.80   17933.49
        8550        0.73   17934.22
        8551        0.91   17935.13
        8552        0.55   17935.68
        8553        1.56   17937.24
        8554        0.55   17937.79
        8555        0.55   17938.34
        8556        0.44   17938.78
        8557        0.84   17939.62
        8558        0.62   17940.24
        8559        0.26   17940.50
        8560        0.80   17941.30
        8561        0.62   17941.92
        8562        0.47   17942.39
        8563        0.44   17942.83
        8564        1.38   17944.21
        8565        0.36   17944.57
        8566        1.46   17946.03
        8567        1.09   17947.12
        8568        0.73   17947.85
        8569        0.26   17948.11
        8570        0.98   17949.09
        8571        1.27   17950.36
        8572        1.24   17951.60
        8573        2.00   17953.60
        8574        1.31   17954.91
        8575        1.27   17956.18
        8576        1.24   17957.42
        8577        1.24   17958.66
        8578        1.46   17960.12
        8579        1.09   17961.21
        8580        1.06   17962.27
        8581        1.32   17963.59
        8582        0.84   17964.43
        8583        0.80   17965.23
        8584        1.08   17966.31
        8585        1.32   17967.63
        8586        1.48   17969.11
        8587        1.80   17970.91
        8588        1.24   17972.15
        8589        1.68   17973.83
        8590        0.84   17974.67
        8591        0.80   17975.47
        8592        1.00   17976.47
        8593        2.00   17978.47
        8594        1.52   17979.99
        8595        1.36   17981.35
        8596        0.76   17982.11
        8597        1.24   17983.35
        8598        1.20   17984.55
        8599        1.04   17985.59
        8600        0.56   17986.15
        8601        0.80   17986.95
        8602        1.00   17987.95
        8603        0.44   17988.39
        8604        1.04   17989.43
        8605        1.04   17990.47
        8606        1.20   17991.67
        8607        0.52   17992.19
        8608        0.52   17992.71
        8609        1.04   17993.75
        8610        1.04   17994.79
        8611        0.68   17995.47
        8612        0.60   17996.07
        8613        0.84   17996.91
        8614        0.60   17997.51
        8615        1.20   17998.71
        8616        1.44   18000.15
        8617        1.36   18001.51
        8618        0.84   18002.35
        8619        0.88   18003.23
        8620        0.28   18003.51
        8621        0.24   18003.75
        8622        0.80   18004.55
        8623        0.44   18004.99
        8624        0.88   18005.87
        8625        0.64   18006.51
        8626        1.00   18007.51
        8627        0.84   18008.35
        8628        0.80   18009.15
        8629        1.08   18010.23
        8630        1.00   18011.23
        8631        0.64   18011.87
        8632        0.44   18012.31
        8633        1.04   18013.35
        8634        0.92   18014.27
        8635        1.04   18015.31
        8636        0.84   18016.15
        8637        0.64   18016.79
        8638        0.60   18017.39
        8639        0.56   18017.95
        8640        1.04   18018.99
        8641        0.68   18019.67
        8642        0.64   18020.31
        8643        0.72   18021.03
        8644        1.20   18022.23
        8645        0.80   18023.03
        8646        0.44   18023.47
        8647        0.92   18024.39
        8648        0.84   18025.23
        8649        0.68   18025.91
        8650        1.32   18027.23
        8651        0.64   18027.87
        8652        0.92   18028.79
        8653        0.84   18029.63
        8654        1.24   18030.87
        8655        0.88   18031.75
        8656        1.20   18032.95
        8657        1.16   18034.11
        8658        1.00   18035.11
        8659        0.64   18035.75
        8660        0.68   18036.43
        8661        0.80   18037.23
        8662        1.00   18038.23
        8663        0.60   18038.83
        8664        1.20   18040.03
        8665        0.80   18040.83
        8666        1.08   18041.91
        8667        1.08   18042.99
        8668        1.00   18043.99
        8669        0.80   18044.79
        8670        0.60   18045.39
        8671        0.68   18046.07
        8672        0.88   18046.95
        8673        0.72   18047.67
        8674        1.00   18048.67
        8675        0.92   18049.59
        8676        1.12   18050.71
        8677        1.00   18051.71
        8678        0.84   18052.55
        8679        0.68   18053.23
        8680        1.32   18054.55
        8681        0.64   18055.19
        8682        1.00   18056.19
        8683        1.04   18057.23
        8684        0.40   18057.63
        8685        0.84   18058.47
        8686        1.04   18059.51
        8687        0.60   18060.11
        8688        0.88   18060.99
        8689        1.68   18062.67
        8690        0.84   18063.51
        8691        1.04   18064.55
        8692        0.44   18064.99
        8693        0.80   18065.79
        8694        0.68   18066.47
        8695        1.32   18067.79
        8696        0.68   18068.47
        8697        0.80   18069.27
        8698        0.88   18070.15
        8699        0.52   18070.67
        8700        0.44   18071.11
        8701        0.80   18071.91
        8702        0.68   18072.59
        8703        0.28   18072.87
        8704        0.60   18073.47
        8705        0.68   18074.15
        8706        0.28   18074.43
        8707        0.48   18074.91
        8708        0.84   18075.75
        8709        0.44   18076.19
        8710        0.24   18076.43
        8711        0.76   18077.19
        8712        0.80   18077.99
        8713        0.64   18078.63
        8714        0.60   18079.23
        8715        0.68   18079.91
        8716        0.80   18080.71
        8717        0.76   18081.47
        8718        0.80   18082.27
        8719        0.68   18082.95
        8720        0.80   18083.75
        8721        0.68   18084.43
        8722        0.52   18084.95
        8723        1.88   18086.83
        8724        0.80   18087.63
        8725        0.60   18088.23
        8726        1.20   18089.43
        8727        0.84   18090.27
        8728        0.80   18091.07
        8729        0.88   18091.95
        8730        0.56   18092.51
        8731        0.56   18093.07
        8732        0.68   18093.75
        8733        0.28   18094.03
        8734        0.92   18094.95
        8735        0.84   18095.79
        8736        1.00   18096.79
        8737        0.72   18097.51
        8738        1.00   18098.51
        8739        0.64   18099.15
        8740        1.20   18100.35
        8741        0.76   18101.11
        8742        1.32   18102.43
        8743        1.20   18103.63
        8744        1.20   18104.83
        8745        0.80   18105.63
        8746        0.84   18106.47
        8747        0.20   18106.67
        8748        0.60   18107.27
        8749        0.64   18107.91
        8750        0.40   18108.31
        8751        0.44   18108.75
        8752        0.88   18109.63
        8753        1.04   18110.67
        8754        0.96   18111.63
        8755        0.64   18112.27
        8756        0.28   18112.55
        8757        0.80   18113.35
        8758        1.00   18114.35
        8759        0.80   18115.15
        8760        0.84   18115.99
        8761        1.04   18117.03
        8762        0.88   18117.91
        8763        1.36   18119.27
        8764        0.68   18119.95
        8765        0.80   18120.75
        8766        0.56   18121.31
        8767        0.20   18121.51
        8768        1.00   18122.51
        8769        0.84   18123.35
        8770        1.04   18124.39
        8771        0.60   18124.99
        8772        0.68   18125.67
        8773        0.72   18126.39
        8774        0.68   18127.07
        8775        0.84   18127.91
        8776        0.20   18128.11
        8777        1.20   18129.31
        8778        1.12   18130.43
        8779        0.88   18131.31
        8780        0.88   18132.19
        8781        1.00   18133.19
        8782        0.44   18133.63
        8783        0.56   18134.19
        8784        0.84   18135.03
        8785        0.28   18135.31
        8786        1.00   18136.31
        8787        0.64   18136.95
        8788        0.64   18137.59
        8789        1.28   18138.87
        8790        0.60   18139.47
        8791        1.20   18140.67
        8792        0.80   18141.47
        8793        1.00   18142.47
        8794        0.80   18143.27
        8795        1.04   18144.31
        8796        1.84   18146.15
        8797        0.60   18146.75
        8798        0.64   18147.39
        8799        0.84   18148.23
        8800        0.52   18148.75
        8801        0.52   18149.27
        8802        0.64   18149.91
        8803        1.36   18151.27
        8804        0.64   18151.91
        8805        1.00   18152.91
        8806        1.24   18154.15
        8807        0.52   18154.67
        8808        0.84   18155.51
        8809        1.16   18156.67
        8810        0.88   18157.55
        8811        0.84   18158.39
        8812        0.48   18158.87
        8813        0.92   18159.79
        8814        0.80   18160.59
        8815        0.44   18161.03
        8816        0.48   18161.51
        8817        0.20   18161.71
        8818        1.40   18163.11
        8819        0.64   18163.75
        8820        0.36   18164.11
        8821        1.16   18165.27
        8822        0.76   18166.03
        8823        0.64   18166.67
        8824        0.36   18167.03
        8825        0.84   18167.87
        8826        0.52   18168.39
        8827        0.56   18168.95
        8828        0.60   18169.55
        8829        0.44   18169.99
        8830        0.84   18170.83
        8831        0.84   18171.67
        8832        0.68   18172.35
        8833        0.64   18172.99
        8834        0.88   18173.87
        8835        0.76   18174.63
        8836        0.40   18175.03
        8837        0.80   18175.83
        8838        0.60   18176.43
        8839        1.16   18177.59
        8840        1.64   18179.23
        8841        0.84   18180.07
        8842        0.48   18180.55
        8843        1.28   18181.83
        8844        0.92   18182.75
        8845        1.36   18184.11
        8846        1.08   18185.19
        8847        1.32   18186.51
        8848        1.56   18188.07
        8849        1.00   18189.07
        8850        1.24   18190.31
        8851        0.68   18190.99
        8852        0.36   18191.35
        8853        0.80   18192.15
        8854        0.80   18192.95
        8855        0.84   18193.79
        8856        0.92   18194.71
        8857        1.00   18195.71
        8858        0.84   18196.55
        8859        1.16   18197.71
        8860        0.80   18198.51
        8861        0.72   18199.23
        8862        1.32   18200.55
        8863        1.00   18201.55
        8864        0.64   18202.19
        8865        0.92   18203.11
        8866        0.80   18203.91
        8867        0.44   18204.35
        8868        0.44   18204.79
        8869        0.84   18205.63
        8870        0.56   18206.19
        8871        0.60   18206.79
        8872        0.80   18207.59
        8873        0.60   18208.19
        8874        0.60   18208.79
        8875        0.40   18209.19
        8876        0.80   18209.99
        8877        0.84   18210.83
        8878        0.52   18211.35
        8879        0.48   18211.83
        8880        0.52   18212.35
        8881        0.60   18212.95
        8882        0.52   18213.47
        8883        0.64   18214.11
        8884        0.44   18214.55
        8885        0.24   18214.79
        8886        0.36   18215.15
        8887        1.44   18216.59
        8888        0.20   18216.79
        8889        0.40   18217.19
        8890        0.52   18217.71
        8891        0.64   18218.35
        8892        0.36   18218.71
        8893        0.44   18219.15
        8894        0.60   18219.75
        8895        0.60   18220.35
        8896        0.76   18221.11
        8897        0.68   18221.79
        8898        0.84   18222.63
        8899        0.44   18223.07
        8900        0.36   18223.43
        8901        0.40   18223.83
        8902        0.28   18224.11
        8903        0.60   18224.71
        8904        0.44   18225.15
        8905        1.84   18226.99
        8906        0.52   18227.51
        8907        0.60   18228.11
        8908        0.80   18228.91
        8909        0.64   18229.55
        8910        0.56   18230.11
        8911        0.60   18230.71
        8912        0.44   18231.15
        8913        0.52   18231.67
        8914        0.92   18232.59
        8915        0.40   18232.99
        8916        1.00   18233.99
        8917        1.04   18235.03
        8918        1.04   18236.07
        8919        0.72   18236.79
        8920        0.84   18237.63
        8921        0.88   18238.51
        8922        0.84   18239.35
        8923        1.08   18240.43
        8924        0.80   18241.23
        8925        1.20   18242.43
        8926        0.80   18243.23
        8927        0.64   18243.87
        8928        0.28   18244.15
        8929        0.48   18244.63
        8930        0.80   18245.43
        8931        0.84   18246.27
        8932        0.68   18246.95
        8933        1.04   18247.99
        8934        0.84   18248.83
        8935        1.20   18250.03
        8936        0.88   18250.91
        8937        1.44   18252.35
        8938        0.48   18252.83
        8939        1.04   18253.87
        8940        1.00   18254.87
        8941        0.48   18255.35
        8942        0.80   18256.15
        8943        0.64   18256.79
        8944        0.56   18257.35
        8945        0.80   18258.15
        8946        0.28   18258.43
        8947        0.52   18258.95
        8948        0.44   18259.39
        8949        0.80   18260.19
        8950        0.64   18260.83
        8951        0.36   18261.19
        8952        0.40   18261.59
        8953        0.40   18261.99
        8954        0.44   18262.43
        8955        0.64   18263.07
        8956        0.80   18263.87
        8957        0.44   18264.31
        8958        0.80   18265.11
        8959        0.56   18265.67
        8960        0.40   18266.07
        8961        0.44   18266.51
        8962        0.64   18267.15
        8963        0.40   18267.55
        8964        0.32   18267.87
        8965        0.44   18268.31
        8966        0.40   18268.71
        8967        0.60   18269.31
        8968        0.44   18269.75
        8969        0.60   18270.35
        8970        1.00   18271.35
        8971        0.64   18271.99
        8972        0.48   18272.47
        8973        0.60   18273.07
        8974        0.52   18273.59
        8975        0.48   18274.07
        8976        0.68   18274.75
        8977        0.68   18275.43
        8978        0.96   18276.39
        8979        0.60   18276.99
        8980        0.68   18277.67
        8981        1.84   18279.51
        8982        0.60   18280.11
        8983        0.72   18280.83
        8984        1.20   18282.03
        8985        0.68   18282.71
        8986        0.40   18283.11
        8987        0.24   18283.35
        8988        0.20   18283.55
        8989        0.16   18283.71
        8990        0.28   18283.99
        8991        0.28   18284.27
        8992        0.28   18284.55
        8993        0.32   18284.87
        8994        0.36   18285.23
        8995        0.80   18286.03
        8996        0.56   18286.59
        8997        0.60   18287.19
        8998        0.68   18287.87
        8999        0.32   18288.19
        9000        0.80   18288.99
        9001        0.40   18289.39
        9002        0.60   18289.99
        9003        0.56   18290.55
        9004        0.72   18291.27
        9005        0.76   18292.03
        9006        0.40   18292.43
        9007        0.92   18293.35
        9008        0.56   18293.91
        9009        0.92   18294.83
        9010        0.48   18295.31
        9011        0.44   18295.75
        9012        0.32   18296.07
        9013        0.40   18296.47
        9014        0.60   18297.07
        9015        1.28   18298.35
        9016        0.92   18299.27
        9017        0.28   18299.55
        9018        0.32   18299.87
        9019        0.44   18300.31
        9020        0.40   18300.71
        9021        0.20   18300.91
        9022        0.56   18301.47
        9023        1.00   18302.47
        9024        0.40   18302.87
        9025        0.28   18303.15
        9026        0.44   18303.59
        9027        0.56   18304.15
        9028        0.52   18304.67
        9029        0.56   18305.23
        9030        0.40   18305.63
        9031        0.28   18305.91
        9032        0.08   18305.99
        9033        0.24   18306.23
        9034        0.44   18306.67
        9035        0.64   18307.31
        9036        0.36   18307.67
        9037        0.80   18308.47
        9038        0.60   18309.07
        9039        0.52   18309.59
        9040        0.56   18310.15
        9041        0.44   18310.59
        9042        0.64   18311.23
        9043        0.56   18311.79
        9044        0.48   18312.27
        9045        0.44   18312.71
        9046        0.40   18313.11
        9047        0.44   18313.55
        9048        0.24   18313.79
        9049        0.40   18314.19
        9050        0.60   18314.79
        9051        0.72   18315.51
        9052        0.40   18315.91
        9053        0.36   18316.27
        9054        0.28   18316.55
        9055        0.52   18317.07
        9056        0.40   18317.47
        9057        0.44   18317.91
        9058        0.36   18318.27
        9059        0.36   18318.63
        9060        0.40   18319.03
        9061        0.64   18319.67
        9062        0.52   18320.19
        9063        0.40   18320.59
        9064        0.60   18321.19
        9065        0.60   18321.79
        9066        0.68   18322.47
        9067        0.52   18322.99
        9068        0.40   18323.39
        9069        0.40   18323.79
        9070        0.36   18324.15
        9071        0.52   18324.67
        9072        0.44   18325.11
        9073        0.44   18325.55
        9074        0.52   18326.07
        9075        0.56   18326.63
        9076        0.44   18327.07
        9077        0.52   18327.59
        9078        0.24   18327.83
        9079        0.40   18328.23
        9080        0.36   18328.59
        9081        0.48   18329.07
        9082        0.64   18329.71
        9083        0.52   18330.23
        9084        0.40   18330.63
        9085        0.48   18331.11
        9086        0.48   18331.59
        9087        0.88   18332.47
        9088        0.24   18332.71
        9089        0.48   18333.19
        9090        0.56   18333.75
        9091        0.44   18334.19
        9092        0.68   18334.87
        9093        0.76   18335.63
        9094        0.40   18336.03
        9095        0.48   18336.51
        9096        0.44   18336.95
        9097        0.80   18337.75
        9098        0.36   18338.11
        9099        0.24   18338.35
        9100        0.36   18338.71
        9101        0.76   18339.47
        9102        0.40   18339.87
        9103        0.56   18340.43
        9104        0.60   18341.03
        9105        0.84   18341.87
        9106        0.72   18342.59
        9107        0.56   18343.15
        9108        0.64   18343.79
        9109        1.00   18344.79
        9110        0.56   18345.35
        9111        0.56   18345.91
        9112        0.56   18346.47
        9113        0.80   18347.27
        9114        1.48   18348.75
        9115        1.52   18350.27
        9116        2.60   18352.87
        9117        1.64   18354.51
        9118        1.20   18355.71
        9119        1.04   18356.75
        9120        1.40   18358.15
        9121        1.00   18359.15
        9122        0.80   18359.95
        9123        0.84   18360.79
        9124        2.00   18362.79
        9125        1.84   18364.63
        9126        1.04   18365.67
        9127        0.68   18366.35
        9128        0.60   18366.95
        9129        0.72   18367.67
        9130        0.60   18368.27
        9131        1.04   18369.31
        9132        2.00   18371.31
        9133        1.40   18372.71
        9134        1.04   18373.75
        9135        0.80   18374.55
        9136        1.08   18375.63
        9137        1.36   18376.99
        9138        2.20   18379.19
        9139        1.00   18380.19
        9140        0.84   18381.03
        9141        0.96   18381.99
        9142        1.40   18383.39
        9143        1.20   18384.59
        9144        1.88   18386.47
        9145        1.04   18387.51
        9146        1.24   18388.75
        9147        0.92   18389.67
