      Age   Thickness   Depth
        2328        1.40    4909.58
        2329        2.20    4911.78
        2330        1.60    4913.38
        2331        1.52    4914.90
        2332        1.60    4916.50
        2333        1.32    4917.82
        2334        1.52    4919.34
        2335        1.56    4920.90
        2336        1.64    4922.54
        2337        1.60    4924.14
        2338        2.36    4926.50
        2339        2.76    4929.26
        2340        2.36    4931.62
        2341        2.64    4934.26
        2342        2.36    4936.62
        2343        1.52    4938.14
        2344        2.20    4940.34
        2345        1.92    4942.26
        2346        1.28    4943.54
        2347        1.24    4944.78
        2348        1.80    4946.58
        2349        2.60    4949.18
        2350        3.40    4952.58
        2351        2.08    4954.66
        2352        2.04    4956.70
        2353        2.00    4958.70
        2354        2.80    4961.50
        2355        2.28    4963.78
        2356        1.84    4965.62
        2357        2.16    4967.78
        2358        2.48    4970.26
        2359        2.80    4973.06
        2360        2.80    4975.86
        2361        2.24    4978.10
        2362        0.92    4979.02
        2363        2.68    4981.70
        2364        1.68    4983.38
        2365        1.76    4985.14
        2366        2.00    4987.14
        2367        2.00    4989.14
        2368        2.00    4991.14
        2369        2.48    4993.62
        2370        2.80    4996.42
        2371        2.32    4998.74
        2372        2.52    5001.26
        2373        1.72    5002.98
        2374        2.16    5005.14
        2375        2.00    5007.14
        2376        2.44    5009.58
        2377        1.24    5010.82
        2378        1.16    5011.98
        2379        1.40    5013.38
        2380        1.84    5015.22
        2381        2.20    5017.42
        2382        1.88    5019.30
        2383        1.68    5020.98
        2384        2.32    5023.30
        2385        2.24    5025.54
        2386        2.48    5028.02
        2387        1.80    5029.82
        2388        2.56    5032.38
        2389        4.20    5036.58
        2390        3.52    5040.10
        2391        2.84    5042.94
        2392        3.88    5046.82
        2393        3.16    5049.98
        2394        2.00    5051.98
        2395        2.40    5054.38
        2396        1.08    5055.46
        2397        0.84    5056.30
        2398        1.00    5057.30
        2399        0.76    5058.06
        2400        0.84    5058.90
        2401        1.08    5059.98
        2402        1.24    5061.22
        2403        1.68    5062.90
        2404        1.32    5064.22
        2405        1.28    5065.50
        2406        0.80    5066.30
        2407        1.12    5067.42
        2408        1.40    5068.82
        2409        1.72    5070.54
        2410        2.00    5072.54
        2411        1.12    5073.66
        2412        2.12    5075.78
        2413        1.72    5077.50
        2414        1.04    5078.54
        2415        1.08    5079.62
        2416        1.52    5081.14
        2417        2.04    5083.18
        2418        1.72    5084.90
        2419        1.12    5086.02
        2420        1.72    5087.74
        2421        2.32    5090.06
        2422        1.52    5091.58
        2423        1.28    5092.86
        2424        1.56    5094.42
        2425        2.72    5097.14
        2426        2.00    5099.14
        2427        3.12    5102.26
        2428        1.96    5104.22
        2429        1.60    5105.82
        2430        2.00    5107.82
        2431        2.24    5110.06
        2432        1.72    5111.78
        2433        2.28    5114.06
        2434        2.00    5116.06
        2435        2.16    5118.22
        2436        2.92    5121.14
        2437        2.00    5123.14
        2438        1.96    5125.10
        2439        1.72    5126.82
        2440        1.96    5128.78
        2441        3.24    5132.02
        2442        3.60    5135.62
        2443        1.40    5137.02
        2444        1.48    5138.50
        2445        3.00    5141.50
        2446        2.28    5143.78
        2447        1.44    5145.22
        2448        2.88    5148.10
        2449        1.20    5149.30
        2450        1.24    5150.54
        2451        1.32    5151.86
        2452        2.72    5154.58
        2453        2.48    5157.06
        2454        2.92    5159.98
        2455        1.80    5161.78
        2456        1.56    5163.34
        2457        3.68    5167.02
        2458        1.60    5168.62
        2459        1.72    5170.34
        2460        2.28    5172.62
        2461        2.08    5174.70
        2462        2.04    5176.74
        2463        2.40    5179.14
        2464        1.48    5180.62
        2465        2.36    5182.98
        2466        3.20    5186.18
        2467        2.48    5188.66
        2468        2.84    5191.50
        2469        1.56    5193.06
        2470        1.92    5194.98
        2471        2.08    5197.06
        2472        2.24    5199.30
        2473        1.12    5200.42
        2474        1.08    5201.50
        2475        1.48    5202.98
        2476        1.12    5204.10
        2477        1.56    5205.66
        2478        1.88    5207.54
        2479        1.00    5208.54
        2480        0.96    5209.50
        2481        2.12    5211.62
        2482        1.52    5213.14
        2483        1.08    5214.22
        2484        1.28    5215.50
        2485        2.04    5217.54
        2486        4.08    5221.62
        2487        2.72    5224.34
        2488        2.92    5227.26
        2489        1.28    5228.54
        2490        1.24    5229.78
        2491        2.52    5232.30
        2492        1.60    5233.90
        2493        1.60    5235.50
        2494        2.08    5237.58
        2495        2.64    5240.22
        2496        2.32    5242.54
        2497        1.68    5244.22
        2498        2.56    5246.78
        2499        0.88    5247.66
        2500        0.84    5248.50
        2501        2.40    5250.90
        2502        2.96    5253.86
        2503        1.88    5255.74
        2504        2.28    5258.02
        2505        1.24    5259.26
        2506        1.56    5260.82
        2507        1.36    5262.18
        2508        1.08    5263.26
        2509        1.20    5264.46
        2510        1.00    5265.46
        2511        1.72    5267.18
        2512        1.08    5268.26
        2513        1.20    5269.46
        2514        1.68    5271.14
        2515        1.72    5272.86
        2516        1.68    5274.54
        2517        1.80    5276.34
        2518        1.52    5277.86
        2519        2.08    5279.94
        2520        3.00    5282.94
        2521        1.28    5284.22
        2522        2.80    5287.02
        2523        1.96    5288.98
        2524        1.20    5290.18
        2525        1.68    5291.86
        2526        1.28    5293.14
        2527        1.24    5294.38
        2528        1.16    5295.54
        2529        1.32    5296.86
        2530        1.40    5298.26
        2531        1.16    5299.42
        2532        1.68    5301.10
        2533        2.08    5303.18
        2534        2.76    5305.94
        2535        1.44    5307.38
        2536        0.84    5308.22
        2537        1.84    5310.06
        2538        3.48    5313.54
        2539        1.20    5314.74
        2540        1.48    5316.22
        2541        1.32    5317.54
        2542        1.40    5318.94
        2543        1.60    5320.54
        2544        2.04    5322.58
        2545        1.00    5323.58
        2546        1.64    5325.22
        2547        3.60    5328.82
        2548        1.20    5330.02
        2549        1.40    5331.42
        2550        1.32    5332.74
        2551        1.88    5334.62
        2552        1.80    5336.42
        2553        1.60    5338.02
        2554        1.64    5339.66
        2555        2.32    5341.98
        2556        1.32    5343.30
        2557        2.04    5345.34
        2558        1.60    5346.94
        2559        0.84    5347.78
        2560        1.32    5349.10
        2561        1.00    5350.10
        2562        1.40    5351.50
        2563        1.32    5352.82
        2564        1.80    5354.62
        2565        1.04    5355.66
        2566        2.04    5357.70
        2567        1.60    5359.30
        2568        1.68    5360.98
        2569        2.12    5363.10
        2570        1.28    5364.38
        2571        2.56    5366.94
        2572        1.80    5368.74
        2573        2.00    5370.74
        2574        1.28    5372.02
        2575        1.60    5373.62
        2576        1.80    5375.42
        2577        1.80    5377.22
        2578        1.72    5378.94
        2579        2.80    5381.74
        2580        2.32    5384.06
        2581        1.44    5385.50
        2582        2.08    5387.58
        2583        1.32    5388.90
        2584        1.64    5390.54
        2585        1.20    5391.74
        2586        2.80    5394.54
        2587        1.60    5396.14
        2588        2.08    5398.22
        2589        1.48    5399.70
        2590        0.56    5400.26
        2591        1.00    5401.26
        2592        3.20    5404.46
        2593        1.88    5406.34
        2594        1.40    5407.74
        2595        1.48    5409.22
        2596        1.04    5410.26
        2597        1.04    5411.30
        2598        1.28    5412.58
        2599        2.48    5415.06
        2600        2.60    5417.66
        2601        1.60    5419.26
        2602        1.20    5420.46
        2603        2.44    5422.90
        2604        2.24    5425.14
        2605        2.44    5427.58
        2606        2.60    5430.18
        2607        1.24    5431.42
        2608        1.84    5433.26
        2609        1.60    5434.86
        2610        2.16    5437.02
        2611        1.68    5438.70
        2612        3.64    5442.34
        2613        1.24    5443.58
        2614        3.84    5447.42
        2615        1.72    5449.14
        2616        3.08    5452.22
        2617        2.32    5454.54
        2618        2.40    5456.94
        2619        2.48    5459.42
        2620        2.00    5461.42
        2621        2.00    5463.42
        2622        1.48    5464.90
        2623        2.52    5467.42
        2624        4.48    5471.90
        2625        2.04    5473.94
        2626        2.12    5476.06
        2627        1.84    5477.90
        2628        1.48    5479.38
        2629        1.32    5480.70
        2630        1.52    5482.22
        2631        1.60    5483.82
        2632        2.24    5486.06
        2633        1.60    5487.66
        2634        2.92    5490.58
        2635        3.68    5494.26
        2636        2.40    5496.66
        2637        1.96    5498.62
        2638        2.44    5501.06
        2639        2.12    5503.18
        2640        1.28    5504.46
        2641        1.84    5506.30
        2642        0.60    5506.90
        2643        0.80    5507.70
        2644        1.00    5508.70
        2645        2.50    5511.20
        2646        1.56    5512.76
        2647        1.20    5513.96
        2648        2.16    5516.12
        2649        1.16    5517.28
        2650        0.84    5518.12
        2651        1.52    5519.64
        2652        1.76    5521.40
        2653        2.08    5523.48
        2654        1.08    5524.56
        2655        1.64    5526.20
        2656        2.24    5528.44
        2657        1.72    5530.16
        2658        2.12    5532.28
        2659        1.40    5533.68
        2660        1.40    5535.08
        2661        1.00    5536.08
        2662        1.64    5537.72
        2663        1.72    5539.44
        2664        1.28    5540.72
        2665        1.12    5541.84
        2666        2.08    5543.92
        2667        1.60    5545.52
        2668        2.28    5547.80
        2669        2.52    5550.32
        2670        2.80    5553.12
        2671        2.00    5555.12
        2672        2.72    5557.84
        2673        2.80    5560.64
        2674        1.32    5561.96
        2675        0.92    5562.88
        2676        1.44    5564.32
        2677        1.64    5565.96
        2678        1.04    5567.00
        2679        1.20    5568.20
        2680        0.92    5569.12
        2681        1.44    5570.56
        2682        3.16    5573.72
        2683        2.56    5576.28
        2684        4.88    5581.16
        2685        1.76    5582.92
        2686        3.24    5586.16
        2687        2.60    5588.76
        2688        3.48    5592.24
        2689        2.64    5594.88
        2690        1.64    5596.52
        2691        1.32    5597.84
        2692        1.36    5599.20
        2693        1.20    5600.40
        2694        2.00    5602.40
        2695        2.48    5604.88
        2696        0.84    5605.72
        2697        1.20    5606.92
        2698        2.64    5609.56
        2699        1.52    5611.08
        2700        1.08    5612.16
        2701        1.84    5614.00
        2702        2.44    5616.44
        2703        1.28    5617.72
        2704        2.32    5620.04
        2705        2.16    5622.20
        2706        2.76    5624.96
        2707        2.16    5627.12
        2708        1.72    5628.84
        2709        1.68    5630.52
        2710        1.20    5631.72
        2711        1.20    5632.92
        2712        1.28    5634.20
        2713        2.60    5636.80
        2714        1.32    5638.12
        2715        1.72    5639.84
        2716        1.92    5641.76
        2717        1.92    5643.68
        2718        1.84    5645.52
        2719        4.60    5650.12
        2720        1.16    5651.28
        2721        1.56    5652.84
        2722        1.80    5654.64
        2723        0.92    5655.56
        2724        2.80    5658.36
        2725        2.72    5661.08
        2726        1.60    5662.68
        2727        2.32    5665.00
        2728        1.60    5666.60
        2729        1.60    5668.20
        2730        1.40    5669.60
        2731        2.28    5671.88
        2732        2.80    5674.68
        2733        1.72    5676.40
        2734        1.20    5677.60
        2735        3.00    5680.60
        2736        2.44    5683.04
        2737        3.20    5686.24
        2738        4.04    5690.28
        2739        2.04    5692.32
        2740        2.00    5694.32
        2741        2.12    5696.44
        2742        2.40    5698.84
        2743        7.04    5705.88
        2744        0.68    5706.56
        2745        1.08    5707.64
        2746        0.80    5708.44
        2747        4.80    5713.24
        2748        3.60    5716.84
        2749        3.20    5720.04
        2750        1.72    5721.76
        2751        1.92    5723.68
        2752        3.16    5726.84
        2753        2.04    5728.88
        2754        1.20    5730.08
        2755        2.88    5732.96
        2756        2.64    5735.60
        2757        2.40    5738.00
        2758        2.44    5740.44
        2759        2.88    5743.32
        2760        2.82    5746.14
        2761        1.92    5748.06
        2762        2.80    5750.86
        2763        3.04    5753.90
        2764        1.24    5755.14
        2765        1.60    5756.74
        2766        2.44    5759.18
        2767        2.48    5761.66
        2768        2.24    5763.90
        2769        2.40    5766.30
        2770        2.80    5769.10
        2771        2.40    5771.50
        2772        1.92    5773.42
        2773        1.92    5775.34
        2774        1.68    5777.02
        2775        2.52    5779.54
        2776        0.60    5780.14
        2777        1.00    5781.14
        2778        2.00    5783.14
        2779        1.20    5784.34
        2780        1.24    5785.58
        2781        1.72    5787.30
        2782        1.76    5789.06
        2783        1.04    5790.10
        2784        1.60    5791.70
        2785        1.20    5792.90
        2786        1.28    5794.18
        2787        1.40    5795.58
        2788        1.88    5797.46
        2789        1.00    5798.46
        2790        1.80    5800.26
        2791        2.16    5802.42
        2792        0.80    5803.22
        2793        1.64    5804.86
        2794        1.80    5806.66
        2795        2.68    5809.34
        2796        1.92    5811.26
        2797        1.88    5813.14
        2798        1.96    5815.10
        2799        1.40    5816.50
        2800        1.36    5817.86
        2801        1.40    5819.26
        2802        1.48    5820.74
        2803        1.92    5822.66
        2804        2.68    5825.34
        2805        1.88    5827.22
        2806        0.88    5828.10
        2807        1.24    5829.34
        2808        2.20    5831.54
        2809        2.00    5833.54
        2810        3.00    5836.54
        2811        1.44    5837.98
        2812        3.20    5841.18
        2813        1.80    5842.98
        2814        1.88    5844.86
        2815        2.28    5847.14
        2816        2.20    5849.34
        2817        2.04    5851.38
        2818        1.96    5853.34
        2819        1.80    5855.14
        2820        1.48    5856.62
        2821        1.40    5858.02
        2822        1.56    5859.58
        2823        2.28    5861.86
        2824        1.20    5863.06
        2825        1.20    5864.26
        2826        1.08    5865.34
        2827        0.36    5865.70
        2828        2.20    5867.90
        2829        1.28    5869.18
        2830        1.80    5870.98
        2831        1.60    5872.58
        2832        1.20    5873.78
        2833        0.80    5874.58
        2834        1.60    5876.18
        2835        0.60    5876.78
        2836        0.52    5877.30
        2837        0.88    5878.18
        2838        0.84    5879.02
        2839        0.68    5879.70
        2840        1.12    5880.82
        2841        1.20    5882.02
        2842        1.44    5883.46
        2843        1.20    5884.66
        2844        1.00    5885.66
        2845        1.00    5886.66
        2846        1.00    5887.66
        2847        0.88    5888.54
        2848        0.60    5889.14
        2849        0.84    5889.98
        2850        1.80    5891.78
        2851        1.20    5892.98
        2852        1.48    5894.46
        2853        0.96    5895.42
        2854        1.08    5896.50
        2855        0.72    5897.22
        2856        0.68    5897.90
        2857        0.56    5898.46
        2858        0.60    5899.06
        2859        0.48    5899.54
        2860        0.92    5900.46
        2861        0.88    5901.34
        2862        1.00    5902.34
        2863        1.08    5903.42
        2864        1.12    5904.54
        2865        1.52    5906.06
        2866        2.84    5908.90
        2867        1.92    5910.82
        2868        1.68    5912.50
        2869        1.24    5913.74
        2870        1.96    5915.70
        2871        1.52    5917.22
        2872        1.00    5918.22
        2873        1.60    5919.82
        2874        1.72    5921.54
        2875        2.60    5924.14
        2876        2.20    5926.34
        2877        1.20    5927.54
        2878        1.20    5928.74
        2879        1.28    5930.02
        2880        2.48    5932.50
        2881        1.20    5933.70
        2882        1.04    5934.74
        2883        1.24    5935.98
        2884        1.12    5937.10
        2885        1.20    5938.30
        2886        1.20    5939.50
        2887        1.28    5940.78
        2888        1.32    5942.10
        2889        0.92    5943.02
        2890        0.80    5943.82
        2891        3.32    5947.14
        2892        2.00    5949.14
        2893        1.52    5950.66
        2894        1.40    5952.06
        2895        1.20    5953.26
        2896        1.00    5954.26
        2897        3.60    5957.86
        2898        1.24    5959.10
        2899        1.40    5960.50
        2900        1.28    5961.78
        2901        2.52    5964.30
        2902        2.36    5966.66
        2903        1.20    5967.86
        2904        1.64    5969.50
        2905        2.04    5971.54
        2906        1.56    5973.10
        2907        1.40    5974.50
        2908        1.04    5975.54
        2909        0.80    5976.34
        2910        2.00    5978.34
        2911        0.84    5979.18
        2912        1.16    5980.34
        2913        1.04    5981.38
        2914        1.64    5983.02
        2915        1.88    5984.90
        2916        1.68    5986.58
        2917        1.56    5988.14
        2918        1.08    5989.22
        2919        1.12    5990.34
        2920        1.48    5991.82
        2921        1.44    5993.26
        2922        2.00    5995.26
        2923        1.04    5996.30
        2924        1.20    5997.50
        2925        1.20    5998.70
        2926        1.24    5999.94
        2927        0.88    6000.82
        2928        0.60    6001.42
        2929        1.24    6002.66
        2930        1.08    6003.74
        2931        0.60    6004.34
        2932        2.44    6006.78
        2933        1.76    6008.54
        2934        2.04    6010.58
        2935        1.04    6011.62
        2936        0.80    6012.42
        2937        0.80    6013.22
        2938        0.68    6013.90
        2939        1.04    6014.94
        2940        1.40    6016.34
        2941        1.64    6017.98
        2942        1.12    6019.10
        2943        1.00    6020.10
        2944        0.84    6020.94
        2945        1.56    6022.50
        2946        0.92    6023.42
        2947        0.88    6024.30
        2948        1.08    6025.38
        2949        0.88    6026.26
        2950        1.12    6027.38
        2951        0.60    6027.98
        2952        0.72    6028.70
        2953        1.04    6029.74
        2954        0.36    6030.10
        2955        0.48    6030.58
        2956        1.40    6031.98
        2957        1.16    6033.14
        2958        1.24    6034.38
        2959        0.72    6035.10
        2960        2.84    6037.94
        2961        1.40    6039.34
        2962        1.72    6041.06
        2963        3.00    6044.06
        2964        1.84    6045.90
        2965        4.20    6050.10
        2966        2.12    6052.22
        2967        1.52    6053.74
        2968        1.20    6054.94
        2969        0.84    6055.78
        2970        1.20    6056.98
        2971        1.20    6058.18
        2972        2.00    6060.18
        2973        1.20    6061.38
        2974        1.04    6062.42
        2975        1.80    6064.22
        2976        1.00    6065.22
        2977        1.68    6066.90
        2978        1.92    6068.82
        2979        1.36    6070.18
        2980        2.56    6072.74
        2981        1.20    6073.94
        2982        0.48    6074.42
        2983        1.20    6075.62
        2984        1.20    6076.82
        2985        1.24    6078.06
        2986        0.92    6078.98
        2987        1.08    6080.06
        2988        0.72    6080.78
        2989        0.60    6081.38
        2990        1.16    6082.54
        2991        1.20    6083.74
        2992        0.92    6084.66
        2993        1.16    6085.82
        2994        1.40    6087.22
        2995        1.32    6088.54
        2996        0.80    6089.34
        2997        0.60    6089.94
        2998        1.08    6091.02
        2999        1.20    6092.22
        3000        1.24    6093.46
        3001        1.32    6094.78
        3002        1.04    6095.82
        3003        1.48    6097.30
        3004        1.04    6098.34
        3005        0.60    6098.94
        3006        0.84    6099.78
        3007        0.92    6100.70
        3008        1.08    6101.78
        3009        0.64    6102.42
        3010        1.72    6104.14
        3011        0.80    6104.94
        3012        0.80    6105.74
        3013        0.68    6106.42
        3014        1.16    6107.58
        3015        1.00    6108.58
        3016        1.40    6109.98
        3017        1.16    6111.14
        3018        2.12    6113.26
        3019        2.00    6115.26
        3020        1.20    6116.46
        3021        1.16    6117.62
        3022        0.68    6118.30
        3023        1.12    6119.42
        3024        1.64    6121.06
        3025        2.00    6123.06
        3026        2.24    6125.30
        3027        1.48    6126.78
        3028        1.60    6128.38
        3029        1.24    6129.62
        3030        0.96    6130.58
        3031        0.48    6131.06
        3032        1.12    6132.18
        3033        1.20    6133.38
        3034        1.08    6134.46
        3035        1.00    6135.46
        3036        1.40    6136.86
        3037        1.48    6138.34
        3038        2.32    6140.66
        3039        2.00    6142.66
        3040        2.80    6145.46
        3041        2.24    6147.70
        3042        1.16    6148.86
        3043        1.40    6150.26
        3044        2.00    6152.26
        3045        1.24    6153.50
        3046        1.56    6155.06
        3047        2.16    6157.22
        3048        1.84    6159.06
        3049        1.44    6160.50
        3050        1.20    6161.70
        3051        1.60    6163.30
        3052        1.76    6165.06
        3053        2.36    6167.42
        3054        1.60    6169.02
        3055        1.56    6170.58
        3056        1.28    6171.86
        3057        1.76    6173.62
        3058        1.64    6175.26
        3059        2.28    6177.54
        3060        1.20    6178.74
        3061        2.44    6181.18
        3062        1.36    6182.54
        3063        1.68    6184.22
        3064        2.04    6186.26
        3065        2.64    6188.90
        3066        1.88    6190.78
        3067        2.88    6193.66
        3068        1.20    6194.86
        3069        0.96    6195.82
        3070        3.00    6198.82
        3071        1.48    6200.30
        3072        2.00    6202.30
        3073        1.60    6203.90
        3074        1.44    6205.34
        3075        1.76    6207.10
        3076        1.44    6208.54
        3077        1.64    6210.18
        3078        1.52    6211.70
        3079        1.36    6213.06
        3080        1.48    6214.54
        3081        1.16    6215.70
        3082        1.60    6217.30
        3083        2.08    6219.38
        3084        2.56    6221.94
        3085        2.24    6224.18
        3086        2.12    6226.30
        3087        4.00    6230.30
        3088        1.04    6231.34
        3089        2.80    6234.14
        3090        1.60    6235.74
        3091        1.56    6237.30
        3092        1.60    6238.90
        3093        1.88    6240.78
        3094        1.64    6242.42
        3095        2.80    6245.22
        3096        6.40    6251.62
        3097        2.04    6253.66
        3098        1.84    6255.50
        3099        1.52    6257.02
        3100        1.40    6258.42
        3101        1.48    6259.90
        3102        2.40    6262.30
        3103        2.24    6264.54
        3104        1.88    6266.42
        3105        1.56    6267.98
        3106        2.00    6269.98
        3107        1.32    6271.30
        3108        1.60    6272.90
        3109        2.00    6274.90
        3110        1.24    6276.14
        3111        1.28    6277.42
        3112        1.12    6278.54
        3113        0.96    6279.50
        3114        1.20    6280.70
        3115        1.64    6282.34
        3116        1.64    6283.98
        3117        1.16    6285.14
        3118        1.20    6286.34
        3119        2.88    6289.22
        3120        1.32    6290.54
        3121        1.96    6292.50
        3122        1.20    6293.70
        3123        1.28    6294.98
        3124        0.84    6295.82
        3125        1.00    6296.82
        3126        1.84    6298.66
        3127        1.28    6299.94
        3128        0.96    6300.90
        3129        1.20    6302.10
        3130        1.56    6303.66
        3131        1.92    6305.58
        3132        2.84    6308.42
        3133        1.04    6309.46
        3134        1.48    6310.94
        3135        2.36    6313.30
        3136        2.00    6315.30
        3137        2.44    6317.74
        3138        1.92    6319.66
        3139        1.24    6320.90
        3140        1.88    6322.78
        3141        2.20    6324.98
        3142        2.08    6327.06
        3143        1.80    6328.86
        3144        1.36    6330.22
        3145        1.28    6331.50
        3146        0.92    6332.42
        3147        1.68    6334.10
        3148        1.48    6335.58
        3149        1.48    6337.06
        3150        1.16    6338.22
        3151        1.20    6339.42
        3152        2.00    6341.42
        3153        2.24    6343.66
        3154        1.08    6344.74
        3155        0.68    6345.42
        3156        0.76    6346.18
        3157        1.20    6347.38
        3158        0.68    6348.06
        3159        0.40    6348.46
        3160        1.84    6350.30
        3161        2.28    6352.58
        3162        2.36    6354.94
        3163        2.40    6357.34
        3164        1.60    6358.94
        3165        1.60    6360.54
        3166        1.36    6361.90
        3167        1.44    6363.34
        3168        1.68    6365.02
        3169        1.64    6366.66
        3170        1.08    6367.74
        3171        1.56    6369.30
        3172        1.44    6370.74
        3173        2.28    6373.02
        3174        1.28    6374.30
        3175        1.60    6375.90
        3176        1.96    6377.86
        3177        2.80    6380.66
        3178        2.48    6383.14
        3179        1.84    6384.98
        3180        2.12    6387.10
        3181        2.80    6389.90
        3182        1.60    6391.50
        3183        0.92    6392.42
        3184        1.28    6393.70
        3185        1.20    6394.90
        3186        1.72    6396.62
        3187        1.52    6398.14
        3188        0.80    6398.94
        3189        1.24    6400.18
        3190        1.84    6402.02
        3191        1.32    6403.34
        3192        1.08    6404.42
        3193        2.08    6406.50
        3194        0.92    6407.42
        3195        1.00    6408.42
        3196        0.88    6409.30
        3197        1.24    6410.54
        3198        1.80    6412.34
        3199        2.00    6414.34
        3200        1.60    6415.94
        3201        2.04    6417.98
        3202        2.44    6420.42
        3203        1.52    6421.94
        3204        3.32    6425.26
        3205        2.96    6428.22
        3206        1.28    6429.50
        3207        0.84    6430.34
        3208        0.92    6431.26
        3209        0.80    6432.06
        3210        0.72    6432.78
        3211        2.80    6435.58
        3212        0.64    6436.22
        3213        0.68    6436.90
        3214        0.80    6437.70
        3215        0.80    6438.50
        3216        0.84    6439.34
        3217        0.88    6440.22
        3218        0.96    6441.18
        3219        0.84    6442.02
        3220        0.76    6442.78
        3221        1.24    6444.02
        3222        1.48    6445.50
        3223        2.16    6447.66
        3224        1.92    6449.58
        3225        2.20    6451.78
        3226        1.16    6452.94
        3227        1.04    6453.98
        3228        1.32    6455.30
        3229        2.04    6457.34
        3230        2.28    6459.62
        3231        1.92    6461.54
        3232        2.16    6463.70
        3233        1.04    6464.74
        3234        1.16    6465.90
        3235        0.92    6466.82
        3236        1.68    6468.50
        3237        1.64    6470.14
        3238        1.16    6471.30
        3239        1.24    6472.54
        3240        1.20    6473.74
        3241        0.80    6474.54
        3242        1.56    6476.10
        3243        1.68    6477.78
        3244        1.64    6479.42
        3245        1.20    6480.62
        3246        1.28    6481.90
        3247        2.00    6483.90
        3248        1.36    6485.26
        3249        1.20    6486.46
        3250        3.64    6490.10
        3251        0.92    6491.02
        3252        1.20    6492.22
        3253        1.40    6493.62
        3254        1.80    6495.42
        3255        3.20    6498.62
        3256        4.56    6503.18
        3257        2.32    6505.50
        3258        1.16    6506.66
        3259        0.80    6507.46
        3260        1.36    6508.82
        3261        1.20    6510.02
        3262        0.88    6510.90
        3263        1.00    6511.90
        3264        1.00    6512.90
        3265        0.84    6513.74
        3266        1.24    6514.98
        3267        0.88    6515.86
        3268        1.20    6517.06
        3269        1.48    6518.54
        3270        1.40    6519.94
        3271        1.12    6521.06
        3272        1.28    6522.34
        3273        1.40    6523.74
        3274        1.04    6524.78
        3275        1.28    6526.06
        3276        3.92    6529.98
        3277        2.48    6532.46
        3278        1.40    6533.86
        3279        1.40    6535.26
        3280        0.84    6536.10
        3281        0.64    6536.74
        3282        0.80    6537.54
        3283        0.80    6538.34
        3284        1.00    6539.34
        3285        1.60    6540.94
        3286        1.20    6542.14
        3287        1.08    6543.22
        3288        3.60    6546.82
        3289        0.92    6547.74
        3290        1.40    6549.14
        3291        1.20    6550.34
        3292        1.20    6551.54
        3293        0.80    6552.34
        3294        1.32    6553.66
        3295        1.16    6554.82
        3296        1.16    6555.98
        3297        1.20    6557.18
        3298        1.48    6558.66
        3299        0.60    6559.26
        3300        1.28    6560.54
        3301        1.44    6561.98
        3302        1.08    6563.06
        3303        1.24    6564.30
        3304        0.84    6565.14
        3305        1.24    6566.38
        3306        1.04    6567.42
        3307        1.52    6568.94
        3308        2.20    6571.14
        3309        2.00    6573.14
        3310        2.60    6575.74
        3311        1.20    6576.94
        3312        0.80    6577.74
        3313        1.80    6579.54
        3314        1.80    6581.34
        3315        1.80    6583.14
        3316        1.20    6584.34
        3317        1.20    6585.54
        3318        1.20    6586.74
        3319        1.40    6588.14
        3320        1.80    6589.94
        3321        1.60    6591.54
        3322        1.40    6592.94
        3323        1.00    6593.94
        3324        1.20    6595.14
        3325        1.20    6596.34
        3326        1.80    6598.14
        3327        1.20    6599.34
        3328        1.00    6600.34
        3329        1.60    6601.94
        3330        1.40    6603.34
        3331        0.80    6604.14
        3332        1.00    6605.14
        3333        1.60    6606.74
        3334        2.00    6608.74
        3335        1.20    6609.94
        3336        1.20    6611.14
        3337        1.20    6612.34
        3338        1.00    6613.34
        3339        1.20    6614.54
        3340        1.80    6616.34
        3341        1.80    6618.14
        3342        1.80    6619.94
        3343        1.60    6621.54
        3344        1.40    6622.94
        3345        1.40    6624.34
        3346        1.40    6625.74
        3347        1.60    6627.34
        3348        1.40    6628.74
        3349        1.40    6630.14
        3350        1.00    6631.14
        3351        1.80    6632.94
        3352        1.00    6633.94
        3353        1.60    6635.54
        3354        1.60    6637.14
        3355        1.40    6638.54
        3356        1.60    6640.14
        3357        1.60    6641.74
        3358        2.20    6643.94
        3359        1.40    6645.34
        3360        1.80    6647.14
        3361        2.00    6649.14
        3362        2.60    6651.74
        3363        1.80    6653.54
        3364        1.60    6655.14
        3365        1.60    6656.74
        3366        1.80    6658.54
        3367        1.60    6660.14
        3368        1.60    6661.74
        3369        1.60    6663.34
        3370        1.80    6665.14
        3371        1.40    6666.54
        3372        1.80    6668.34
        3373        2.40    6670.74
        3374        3.40    6674.14
        3375        2.80    6676.94
        3376        2.00    6678.94
        3377        1.80    6680.74
        3378        1.60    6682.34
        3379        2.40    6684.74
        3380        1.60    6686.34
        3381        1.20    6687.54
        3382        2.00    6689.54
        3383        1.80    6691.34
        3384        1.60    6692.94
        3385        1.40    6694.34
        3386        1.40    6695.74
        3387        1.00    6696.74
        3388        1.20    6697.94
        3389        1.60    6699.54
        3390        1.40    6700.94
        3391        1.40    6702.34
        3392        1.20    6703.54
        3393        1.20    6704.74
        3394        1.00    6705.74
        3395        1.00    6706.74
        3396        1.20    6707.94
        3397        1.60    6709.54
        3398        1.40    6710.94
        3399        1.60    6712.54
        3400        2.00    6714.54
        3401        1.20    6715.74
        3402        1.20    6716.94
